id,birthdate,career_ast,career_fg,career_fg3,career_ft,career_g,career_per,career_pts,career_trb,career_ws,career_efg,college,draft_round,draft_year,height,name,position,shoots,weight,birth_year,birth_month,birth_day,career_ast normalized,career_fg normalized,career_fg3 normalized,career_ft normalized,career_g normalized,career_per normalized,career_pts normalized,career_trb normalized,career_ws normalized,career_efg normalized,height normalized,weight normalized,attended_college,Point Guard,Shooting Guard,Small Forward,Power Forward,Center,Forward,Guard,career_revenue,adjusted_career_revenue
connele01,1959-09-17,3.9,45.3,20.2,75.3,687,14.1,6.3,2.7,28.6,45.6,Oregon State University,1st round,1982,76,Lester Conner,Shooting Guard and Point Guard,Right,180,1959,9,17,1.5313864028032773,0.180468475412452,-0.041214622085739366,0.3613780854786884,0.9775564437165409,0.36807965587240976,-0.22437507594135184,-0.27170342177017165,0.32990731123855166,-0.04629107285177131,-0.8047852631729693,-1.2860698800067327,1,1,1,0,0,0,0,1,3475000,2903655
cookan01,1967-03-19,0.3,43.9,0.0,52.4,116,11.0,3.6,3.7,1.0,43.9,University of Arizona,1st round,1989,81,Anthony Cook,Power Forward,Right,205,1967,3,19,-0.8806969935637197,0.007489771425079873,-1.2930124028164887,-1.10096478538489,-0.7246426607047085,-0.21230196749029243,-0.7653574987370404,0.1652154921441018,-0.6022757284019057,-0.2507997638082986,0.6156392918750757,-0.33337617486291427,1,0,0,0,1,0,1,0,2295000,1800541
cookbr01,1980-12-04,0.6,43.9,38.2,78.3,421,13.1,5.5,2.6,10.2,50.2,University of Illinois at Urbana-Champaign,1st round,2003,81,Brian Cook,Power Forward and Center,Right,234,1980,12,4,-0.6796900438664699,0.007489771425079873,1.0742487468822552,0.5529513873385459,0.18458803430138795,0.18085977736831224,-0.3846661641771114,-0.315395313161599,-0.2915480485217533,0.5070853850305959,0.6156392918750757,0.7717485231039151,1,0,0,0,1,1,1,0,17600124,10012935
cookda02,1987-04-28,0.7,36.9,35.9,81.3,328,9.1,6.4,2.1,4.9,47.6,Ohio State University,1st round,2007,77,Daequan Cook,Small Forward and Shooting Guard,Right,205,1987,4,28,-0.6126877273007201,-0.8574037485117817,0.9317173164030114,0.7445246891984033,-0.09265280056932342,-0.5680197366480777,-0.20433868991188178,-0.5338547701187357,-0.4705542119309715,0.19430738709708392,-0.5207003521633603,-0.33337617486291427,1,0,1,1,0,0,1,1,13010946,7041503
cookda01,1958-08-06,3.7,45.3,19.6,76.4,612,13.8,9.5,2.1,22.9,45.8,University of Portland,4th round,1980,75,Darwin Cook,Point Guard and Shooting Guard,Right,184,1958,8,6,1.3973817696717776,0.180468475412452,-0.07839673438467239,0.43162162949397,0.7539751252724188,0.3119136923211807,0.41678927700168655,-0.5338547701187357,0.1373912487041093,-0.022231226856886298,-1.0888701741825784,-1.1336388871837217,1,1,1,0,0,0,0,1,930000,879884
cookje01,1956-10-21,1.4,46.2,5.6,71.6,518,10.9,5.3,4.5,17.7,46.2,Idaho State University,3rd round,1978,82,Jeff Cook,Center and Power Forward and Small Forward,Right,215,1956,10,21,-0.14367151134047068,0.29166907083290633,-0.9459793546931127,0.12510434651819738,0.47375320615578587,-0.2310239553407021,-0.4247389362360513,0.5147506232755205,-0.03823743992380293,0.02588846513288543,0.8997242028846847,0.04770130719461309,1,0,0,1,1,1,1,0,467566,449427
cookom01,1982-01-28,2.1,33.3,0.0,50.0,22,9.0,1.7,0.6,-0.1,33.3,St. John's University,2nd round,2001,73,Omar Cook,Point Guard,Right,190,1982,1,28,0.3253447046197788,-1.3022061301935963,-1.2930124028164887,-1.2542234268727759,-1.0048645798213416,-0.5867417244984874,-1.1460488332969694,-1.189233140990146,-0.6394279509962718,-1.5259716015372315,-1.6570399962017963,-0.9049923979492053,1,1,0,0,0,0,0,1,292230,192559
coopedu01,1969-06-25,2.0,40.2,21.6,72.0,88,7.7,2.3,0.7,-0.5,42.2,University of Southern California,2nd round,1992,73,Duane Cooper,Point Guard,Right,185,1969,6,25,0.25834238805402887,-0.44966823197011785,0.04554363994510478,0.1506474534328454,-0.8081130195905141,-0.8301275665538141,-1.0258305171201498,-1.1455412495987187,-0.6529378501214957,-0.45530845476482507,-1.6570399962017963,-1.095531138977969,1,1,0,0,0,0,0,1,290000,224220
coopemi01,1956-04-15,4.2,46.9,34.0,83.3,873,12.8,8.9,3.2,52.5,50.2,University of New Mexico,3rd round,1978,77,Michael Cooper,Shooting Guard,Right,170,1956,4,15,1.7323933525005273,0.37815842282659196,0.8139739607897232,0.8722402237716416,1.532038113457964,0.12469381381708321,0.29657096082486695,-0.05324396481303491,1.1371237839706867,0.5070853850305959,-0.5207003521633603,-1.66714736206426,1,0,1,0,0,0,0,1,1367500,1304738
coopewa01,1956-11-16,0.9,45.7,14.6,73.6,984,13.4,7.9,6.2,36.9,45.7,University of New Orleans,2nd round,1978,82,Wayne Cooper,Center and Power Forward,Right,220,1956,11,16,-0.4786830941692202,0.22989096226598765,-0.38824767020911544,0.25281988109143566,1.8629384647552645,0.23702574091954165,0.09620710053016746,1.2575127769297854,0.6102377180869499,-0.03426114985432838,0.8997242028846847,0.23824004822337677,1,0,0,0,1,1,1,0,5380000,4671648
corbity01,1962-12-31,1.8,45.6,29.9,79.1,1065,13.1,9.2,4.7,56.5,46.8,DePaul University,2nd round,1985,78,Tyrone Corbin,Small Forward,Right,210,1962,12,31,0.12433775492252906,0.21753534055260376,0.5598961934136798,0.604037601167841,2.1044062886749164,0.18085977736831224,0.35668011891327656,0.6021344060583753,1.272222775222927,0.09806800311754132,-0.23661544115375133,-0.1428374338341506,1,0,0,1,0,0,1,0,12446900,9286637
corchch01,1968-03-28,2.2,42.1,26.9,81.6,112,11.7,3.7,1.2,1.6,45.5,North Carolina State University,2nd round,1991,72,Chris Corchiani,Point Guard,Right,185,1968,3,28,0.39234702118552883,-0.21491141941582703,0.37398563191901407,0.7636820193843888,-0.736566997688395,-0.08124805253742431,-0.7453211127075704,-0.927081792641582,-0.5820108797140696,-0.05832099584921424,-1.9411249072114054,-1.095531138977969,1,1,0,0,0,0,0,1,450000,349421
corzida01,1956-04-25,1.7,48.4,18.9,74.7,891,13.6,8.5,5.9,37.3,48.5,DePaul University,1st round,1978,83,Dave Corzine,Center,Right,250,1956,4,25,0.05733543835677909,0.563492748527348,-0.12177586540009457,0.32306342510671726,1.585697629884553,0.274469716620361,0.21642541670698706,1.1264371027555036,0.623747617212174,0.3025766940740686,1.1838091138942937,1.3814724943959589,1,0,0,0,0,1,0,0,3880000,3603364
cottoja02,1975-12-14,0.0,35.9,0.0,77.8,19,12.3,2.6,0.8,0.0,35.9,"California State University, Long Beach",2nd round,1997,77,James Cotton,Shooting Guard,Left,220,1975,12,14,-1.0817039432609694,-0.980959965645619,-1.2930124028164887,0.5210225036952363,-1.0138078325591064,0.031083874565034454,-0.9657213590317398,-1.1018493582072912,-0.6360504762149658,-1.2131936036037196,-0.5207003521633603,0.23824004822337677,1,0,1,0,0,0,0,1,702000,487111
couside01,1990-08-13,3.2,46.1,33.2,73.7,565,22.4,21.2,10.9,44.1,47.9,University of Kentucky,1st round,2010,83,DeMarcus Cousins,Center,Right,270,1990,8,13,1.062370186843028,0.27931344911952244,0.7643978110578125,0.25920565782009813,0.6138641657141023,1.9220046474564187,2.76104644244967,3.3110316723268705,0.8534159023409824,0.23039715608941186,1.1838091138942937,2.1436274585110136,1,0,0,0,0,1,0,0,79251978,39939849
crabbal01,1992-04-09,1.2,42.9,39.3,83.5,344,11.1,9.5,2.9,13.8,53.6,University of California,2nd round,2013,78,Allen Crabbe,Shooting Guard,Right,212,1992,4,9,-0.2776761444719705,-0.1160664457087575,1.1424159527636324,0.8850117772289656,-0.04495545263457738,-0.19357997963988274,0.41678927700168655,-0.18431963898731707,-0.16995895639473707,0.9161027669436497,-0.23661544115375133,-0.06662193742264512,1,0,1,0,0,0,0,1,39641776,19542673
crawfch01,1975-05-13,0.6,43.7,34.7,82.4,252,12.9,6.6,2.2,6.5,46.2,Marquette University,2nd round,1997,81,Chris Crawford,Power Forward,Right,235,1975,5,13,-0.6796900438664699,-0.017221472001687072,0.8573530918051453,0.8147682332136849,-0.31921520325936714,0.14341580166749288,-0.16426591785294203,-0.49016287872730835,-0.41651461543007545,0.02588846513288543,0.6156392918750757,0.8098562713096679,1,0,0,0,1,0,1,0,16292000,10635997
crawfja01,1980-03-20,3.4,41.0,34.8,86.2,1326,15.1,14.6,2.2,60.6,47.7,University of Michigan,1st round,2000,77,Jamal Crawford,Shooting Guard and Point Guard,Right,185,1980,3,20,1.1963748199745277,-0.35082325826304833,0.8635501105216338,1.0574277489028374,2.882469276860461,0.5552995343765073,1.438644964504654,-0.49016287872730835,1.4106992412564734,0.20633731009452685,-0.5207003521633603,-1.095531138977969,1,1,1,0,0,0,0,1,119295271,65107923
crawfjo02,1988-10-23,3.1,41.1,31.7,82.6,281,14.1,12.2,2.5,6.3,46.4,"Indiana University, Xavier University",1st round,2010,76,Jordan Crawford,Shooting Guard and Point Guard,Right,195,1988,10,23,0.995367870277278,-0.3384676365496644,0.6714425303104793,0.827539786671008,-0.2327637601276399,0.36807965587240976,0.9577716997973751,-0.3590872045530264,-0.4232695649926874,0.04994831112777044,-0.8047852631729693,-0.7144536569204416,1,1,1,0,0,0,0,1,6066964,3183067
critewi01,1965-06-20,0.5,47.9,0.0,76.0,31,9.1,2.8,2.1,0.1,47.9,Texas A&M University,3rd round,1987,79,Winston Crite,Small Forward,Right,233,1965,6,20,-0.7466923604322199,0.5017146399604293,-1.2930124028164887,0.406078522579322,-0.9780348216080469,-0.5680197366480777,-0.9256485869728001,-0.5338547701187357,-0.6326730014336597,0.23039715608941186,0.04746946985585768,0.7336407748981624,1,0,0,1,0,0,1,0,225000,204830
crittja01,1987-12-31,1.8,44.2,23.1,63.8,113,10.6,5.3,2.4,0.1,45.4,Georgia Institute of Technology,1st round,2007,77,Javaris Crittenton,Shooting Guard and Point Guard,Right,200,1987,12,31,0.12433775492252906,0.04455663656523161,0.13849892069243766,-0.3729862383174318,-0.7335859134424734,-0.2871899188919315,-0.4247389362360513,-0.40277909594445377,-0.6326730014336597,-0.07035091884665717,-0.5207003521633603,-0.5239149158916779,1,1,1,0,0,0,0,1,4144680,2312003
croshau01,1975-05-01,1.0,40.7,34.0,86.1,659,14.3,6.8,4.0,27.6,46.6,Providence College,1st round,1997,81,Austin Croshere,Power Forward,Right,235,1975,5,1,-0.4116807776034703,-0.38789012340319917,0.8139739607897232,1.051041972174175,0.8940860848307354,0.40552363157322946,-0.12419314579400209,0.29629116631838376,0.2961325634254916,0.0740081571226563,0.6156392918750757,0.8098562713096679,1,0,0,0,1,0,1,0,55481586,35092316
crowdja01,1990-07-06,1.4,42.3,33.9,77.8,543,13.0,9.5,3.9,28.7,51.1,Marquette University,2nd round,2012,78,Jae Crowder,Small Forward,Right,235,1990,7,6,-0.14367151134047068,-0.19020017598906008,0.8077769420732341,0.5210225036952363,0.5482803123038266,0.16213778951790256,0.41678927700168655,0.2525992749269564,0.3332847860198576,0.6153546920075806,-0.23661544115375133,0.8098562713096679,1,0,0,1,0,0,1,0,21387131,10635788
cummipa01,1956-07-11,1.2,49.7,0.0,73.7,683,13.3,9.6,5.6,22.6,49.7,University of Cincinnati,3rd round,1978,81,Pat Cummings,Power Forward and Center,Right,230,1956,7,11,-0.2776761444719705,0.7241158308013371,-1.2930124028164887,0.25920565782009813,0.9656321067328544,0.21830375306913197,0.43682566303115644,0.9953614285812211,0.12725882436019137,0.4469357700433821,0.6156392918750757,0.6193175302809041,1,0,0,0,1,1,1,0,2649500,2522219
cummite01,1961-03-15,1.9,48.4,29.5,70.6,1183,18.3,16.4,7.3,91.1,48.5,DePaul University,1st round,1982,81,Terry Cummings,Power Forward and Small Forward,Right,220,1961,3,15,0.1913400714882789,0.563492748527348,0.5351081185477246,0.06124657923157823,2.4561742296936684,1.1544031455896195,1.7992999130351126,1.7381235822354861,2.440829049554804,0.3025766940740686,0.6156392918750757,0.23824004822337677,1,0,0,1,1,0,1,0,24014600,18795957
cummivo01,1976-02-29,2.7,38.3,32.1,72.6,199,11.8,6.9,1.9,2.2,42.3,University of Pittsburgh,1st round,1999,75,Vonteego Cummings,Point Guard,Right,185,1976,2,29,0.7273586040142784,-0.6844250445244096,0.6962306051764349,0.18896211380481653,-0.4772126682932134,-0.0625260646870143,-0.10415675976453204,-0.6212385529015905,-0.5617460310262337,-0.44327853176738297,-1.0888701741825784,-1.095531138977969,1,1,0,0,0,0,0,1,2271600,1529572
cunnida01,1987-04-22,0.7,46.9,34.5,64.9,715,11.1,5.8,3.7,24.9,49.8,Villanova University,2nd round,2009,80,Dante Cunningham,Power Forward and Small Forward,Right,230,1987,4,22,-0.6126877273007201,0.37815842282659196,0.8449590543721675,-0.3027426943021502,1.0610268026023466,-0.19357997963988274,-0.3245570060887016,0.1652154921441018,0.2049407443302294,0.4589656930408242,0.3315543808654667,0.6193175302809041,1,0,0,1,1,0,1,0,16599975,8492123
cunnija01,1991-05-22,0.5,34.7,30.6,67.4,84,6.8,2.3,0.7,0.2,40.2,Oregon State University,1st round,2012,76,Jared Cunningham,Shooting Guard,Right,195,1991,5,22,-0.7466923604322199,-1.1292274262062234,0.603275324429102,-0.1430982760856023,-0.8200373565742006,-0.998625457207502,-1.0258305171201498,-1.1455412495987187,-0.6292955266523538,-0.6959069147136803,-0.8047852631729693,-0.7144536569204416,1,0,1,0,0,0,0,1,3403794,1752076
curetea01,1957-09-03,1.0,47.3,0.0,53.8,674,10.4,5.4,4.7,14.4,47.3,"Robert Morris University (PA), University of Detroit Mercy",3rd round,1979,81,Earl Cureton,Center and Power Forward,Right,210,1957,9,3,-0.4116807776034703,0.42758090968012674,-1.2930124028164887,-1.0115639111836232,0.9388023485195598,-0.3246338945927509,-0.40470255020658125,0.6021344060583753,-0.14969410770690106,0.15821761810475513,0.6156392918750757,-0.1428374338341506,1,0,0,0,1,1,1,0,1060200,957137
curlebi01,1972-05-29,0.4,44.4,22.2,74.3,147,8.2,2.7,2.0,1.6,44.6,Boston College,1st round,1994,81,Bill Curley,Small Forward and Power Forward,Right,220,1972,5,29,-0.8136946769979698,0.06926787999199856,0.0827257522440378,0.29752031819206926,-0.6322290490811381,-0.7365176273017655,-0.94568497300227,-0.5775466615101631,-0.5820108797140696,-0.16659030282619894,0.6156392918750757,0.23824004822337677,1,0,0,1,1,0,1,0,6768167,4794843
curryde01,1964-06-25,1.8,45.7,40.2,84.3,1083,16.0,11.7,2.4,41.5,51.3,Virginia Polytechnic Institute and State University,1st round,1986,76,Dell Curry,Shooting Guard,Right,190,1964,6,25,0.12433775492252906,0.22989096226598765,1.1981891212120326,0.9360979910582607,2.1580658051015056,0.7237974250301951,0.8575897696500253,-0.40277909594445377,0.7656015580270262,0.6394145380024656,-0.8047852631729693,-0.9049923979492053,1,0,1,0,0,0,0,1,19831000,14345305
curryed01,1982-12-05,0.5,54.5,100.0,64.2,527,15.9,12.9,5.2,21.7,54.5,N/A,1st round,2001,84,Eddy Curry,Power Forward and Center,Right,295,1982,12,5,-0.7466923604322199,1.3171856730437561,4.904006313672369,-0.34744313140278377,0.5005829643690805,0.7050754371797854,1.098026402003665,0.820593863015512,0.09686155132843727,1.0243720739206343,1.4678940249039027,3.096321163654832,0,0,0,0,1,1,1,0,70050993,40498469
curryst01,1988-03-14,6.6,47.7,43.6,90.5,694,23.8,23.5,4.5,102.9,58.2,Davidson College,1st round,2009,75,Stephen Curry,Point Guard,Right,190,1988,3,14,3.3404489500785246,0.4770033965336624,1.4088877575726537,1.3320161482352997,0.9984240334379924,2.184112477362156,3.2218833211274793,0.5147506232755205,2.8393710737489135,1.469479224826017,-1.0888701741825784,-0.9049923979492053,1,1,0,0,0,0,0,1,91382812,45960370
dailequ01,1961-01-22,2.3,45.4,15.8,77.9,528,15.1,14.1,2.5,12.7,45.6,University of San Francisco,1st round,1982,75,Quintin Dailey,Shooting Guard,Right,180,1961,1,22,0.4593493377512785,0.19282409712583592,-0.31388344561124903,0.5274082804238988,0.5035640486150021,0.5552995343765073,1.338463034357304,-0.3590872045530264,-0.20711117898910317,-0.04629107285177131,-1.0888701741825784,-1.2860698800067327,1,0,1,0,0,0,0,1,2145000,1925169
dalemsa01,1981-05-10,0.5,52.1,8.3,70.6,886,15.4,7.7,7.8,51.3,52.1,Seton Hall University,1st round,2001,83,Samuel Dalembert,Center,Right,255,1981,5,10,-0.7466923604322199,1.0206507519225467,-0.7786598493479134,0.06124657923157823,1.570792208654945,0.6114654979277366,0.05613432847122752,1.956583039192623,1.0965940865950146,0.7356539219820082,1.1838091138942937,1.5720112354247224,1,0,0,0,0,1,0,0,91591765,51090005
dampier01,1975-07-14,0.8,49.8,12.5,62.6,987,14.3,7.4,7.1,52.7,49.8,Mississippi State University,1st round,1996,83,Erick Dampier,Center,Right,265,1975,7,14,-0.5456854107349701,0.7364714525147201,-0.5183850632553814,-0.4496155590613745,1.8718817174930293,0.40552363157322946,-0.003974829617182293,1.6507397994526314,1.1438787335332987,0.4589656930408242,1.1838091138942937,1.95308871748225,1,0,0,0,0,1,0,0,97963871,59562606
daniean01,1975-03-19,3.4,44.4,31.1,79.3,872,14.6,7.6,1.8,47.0,47.9,Bowling Green State University,1st round,1997,76,Antonio Daniels,Shooting Guard and Point Guard,Right,195,1975,3,19,1.1963748199745277,0.06926787999199856,0.6342604180115463,0.616809154625165,1.5290570292120422,0.4616895951244585,0.036097942441757465,-0.6649304442930178,0.9513626709988565,0.23039715608941186,-0.8047852631729693,-0.7144536569204416,1,1,1,0,0,0,0,1,49275420,30146691
danilsa01,1970-02-26,2.0,43.9,37.9,78.9,75,11.7,12.8,2.4,4.2,51.8,N/A,2nd round,1992,77,Sasha Danilovic,Shooting Guard,Right,200,1970,2,26,0.25834238805402887,0.007489771425079873,1.0556576907327886,0.5912660477105178,-0.8468671147874952,-0.08124805253742431,1.077990015974195,-0.40277909594445377,-0.4941965354001136,0.6995641529896794,-0.5207003521633603,-0.5239149158916779,0,0,1,0,0,0,0,1,3347000,2423446
dantlad01,1956-02-28,3.0,54.0,17.1,81.8,955,21.5,24.3,5.7,134.2,54.0,University of Notre Dame,1st round,1976,77,Adrian Dantley,Small Forward,Right,208,1956,2,28,0.9283655537115281,1.2554075644768374,-0.23332220229689385,0.7764535728417129,1.7764870216235373,1.7535067568027314,3.382174409363239,1.0390533199726488,3.896520680297692,0.9642224589334205,-0.5207003521633603,-0.21905293024565606,1,0,0,1,0,0,1,0,4065000,3767546
dareyi01,1972-10-10,0.0,39.6,0.0,57.0,110,6.2,2.1,2.6,-0.7,39.6,George Washington University,1st round,1994,84,Yinka Dare,Center,Right,265,1972,10,10,-1.0817039432609694,-0.5238019622504204,-1.2930124028164887,-0.8072190558664418,-0.7425291661802382,-1.1109573843099605,-1.0659032891790896,-0.315395313161599,-0.6596927996841078,-0.768086452698337,1.4678940249039027,1.95308871748225,1,0,0,0,0,1,0,0,8655000,6146208
daughbr01,1965-10-19,3.7,53.2,14.3,74.7,548,18.9,19.0,9.5,65.2,53.2,University of North Carolina,1st round,1986,84,Brad Daugherty,Center,Right,245,1965,10,19,1.3973817696717776,1.1565625907697679,-0.4068387263585819,0.32306342510671726,0.5631857335334347,1.2667350726920776,2.3202459498013317,2.6993451928468875,1.5660630811965495,0.8679830749538787,1.4678940249039027,1.190933753367195,1,0,0,0,0,1,0,0,21504000,16832386
davidje01,1984-11-15,0.3,42.5,0.0,57.8,52,10.5,3.1,1.8,0.0,42.5,University of Alabama,2nd round,2007,82,Jermareo Davidson,Small Forward,Right,230,1984,11,15,-0.8806969935637197,-0.16548893256229227,-1.2930124028164887,-0.7561328420371467,-0.9154320524436926,-0.3059119067423412,-0.8655394288843901,-0.6649304442930178,-0.6360504762149658,-0.4192186857724971,0.8997242028846847,0.6193175302809041,1,0,0,1,0,0,1,0,849888,478313
davisan02,1993-03-11,2.1,51.7,31.4,79.5,466,27.4,23.7,10.5,72.0,52.8,University of Kentucky,1st round,2012,82,Anthony Davis,Power Forward and Center,Right,253,1993,3,11,0.3253447046197788,0.9712282650690118,0.6528514741610127,0.629580708082489,0.3187368253678612,2.858104039976906,3.261956093186419,3.136264106761161,1.7957313663253576,0.819863382964107,0.8997242028846847,1.495795739013217,1,0,0,0,1,1,1,0,69090266,34461180
davisan01,1968-10-31,1.1,44.8,8.7,72.7,903,14.1,10.0,7.5,59.6,44.8,University of Texas at El Paso,2nd round,1990,81,Antonio Davis,Center and Power Forward,Right,215,1968,10,31,-0.3446784610377203,0.11869036684553333,-0.7538717744819581,0.19534789053347898,1.6214706408356128,0.36807965587240976,0.5169712071490363,1.8255073650183407,1.3769244934434133,-0.1425304568313139,0.6156392918750757,0.04770130719461309,1,0,0,0,1,1,1,0,87740000,57183693
davisba01,1979-04-13,7.2,40.9,32.0,71.1,835,17.8,16.1,3.8,63.1,46.5,"University of California, Los Angeles",1st round,1999,75,Baron Davis,Point Guard,Right,209,1979,4,13,3.742462849473025,-0.3631788799764322,0.690033586459946,0.0931754628748878,1.4187569121129417,1.0607932063375707,1.7391907549467034,0.208907383535529,1.4951361107891235,0.061978234125213374,-1.0888701741825784,-0.18094518203990334,1,1,0,0,0,0,0,1,147692983,85544106
davisbe01,1972-12-26,0.1,35.6,0.0,46.2,40,12.5,1.4,1.3,0.1,35.6,"University of Kansas, University of Arizona",2nd round,1996,81,Ben Davis,Power Forward,Right,240,1972,12,26,-1.0147016266952196,-1.0180268307857698,-1.2930124028164887,-1.4968829425619283,-0.9512050633947522,0.06852785026585383,-1.2061579913853795,-0.8833899012501544,-0.6326730014336597,-1.2492833725960475,0.6156392918750757,1.0003950123384315,1,0,0,0,1,0,1,0,892216,615505
davisbr01,1955-12-17,4.9,51.0,32.1,82.8,961,14.7,8.2,1.8,53.6,53.4,University of Maryland,1st round,1977,75,Brad Davis,Point Guard,Right,180,1955,12,17,2.2014095684607766,0.8847389130753254,0.6962306051764349,0.840311340128332,1.794373527099067,0.4804115829748682,0.1563162586185771,-0.6649304442930178,1.174276006565053,0.8920429209487638,-1.0888701741825784,-1.2860698800067327,1,1,0,0,0,0,0,1,2168100,1892713
davisbr02,1970-06-21,0.3,31.7,33.3,73.5,68,9.2,1.9,0.8,0.0,32.1,Duke University,2nd round,1992,79,Brian Davis,Small Forward,Right,200,1970,6,21,-0.8806969935637197,-1.499896077607736,0.7705948297743009,0.24643410436277413,-0.8677347045089466,-0.549297748797668,-1.1059760612380296,-1.1018493582072912,-0.6360504762149658,-1.670330677506544,0.04746946985585768,-0.5239149158916779,1,0,0,1,0,0,1,0,150000,114669
davisch02,1958-10-05,0.7,45.1,17.0,73.7,415,11.6,5.3,2.4,5.8,45.5,Vanderbilt University,2nd round,1981,79,Charles Davis,Small Forward,Right,215,1958,10,5,-0.6126877273007201,0.15575723198568506,-0.2395192210133828,0.25920565782009813,0.1667015288258582,-0.099970040387834,-0.4247389362360513,-0.40277909594445377,-0.4401569388992175,-0.05832099584921424,0.04746946985585768,0.04770130719461309,1,0,0,1,0,0,1,0,240000,221653
davisda01,1969-03-25,0.9,53.0,0.0,56.2,1094,15.2,8.0,7.9,86.9,53.0,Clemson University,1st round,1991,83,Dale Davis,Power Forward and Center,Right,230,1969,3,25,-0.4786830941692202,1.131851347343,-1.2930124028164887,-0.858305269695737,2.1908577318066436,0.5740215222269169,0.11624348655963733,2.0002749305840504,2.2989751087399526,0.8439232289589929,1.1838091138942937,0.6193175302809041,1,0,0,0,1,1,1,0,77281958,51673489
davisde01,1996-12-02,0.4,59.9,0.0,63.5,107,15.4,4.2,3.2,3.6,59.9,Michigan State University,2nd round,2016,83,Deyonta Davis,Center,Right,237,1996,12,2,-0.8136946769979698,1.9843892455664778,-1.2930124028164887,-0.39214356850341736,-0.7514724189180031,0.6114654979277366,-0.6451391825602207,-0.05324396481303491,-0.5144613840879496,1.6739879157825432,1.1838091138942937,0.8860717677211732,1,0,0,0,0,1,0,0,2681840,1321261
davised01,1989-06-05,0.8,56.9,0.0,58.4,640,16.7,6.5,6.8,41.3,56.9,University of North Carolina,1st round,2010,82,Ed Davis,Center and Power Forward,Left,225,1989,6,5,-0.5456854107349701,1.6137205941649657,-1.2930124028164887,-0.7178181816651751,0.8374454841582244,0.8548513399830632,-0.1843023038824119,1.5196641252783494,0.7588466084644141,1.3130902258592605,0.8997242028846847,0.42877878925214047,1,0,0,0,1,1,1,0,30343382,15362558
davisgl01,1986-01-01,0.9,44.7,18.2,70.0,514,12.4,8.0,4.4,18.6,44.8,Louisiana State University,2nd round,2007,81,Glen Davis,Power Forward and Center,Right,289,1986,1,1,-0.4786830941692202,0.1063347451321503,-0.16515499641551654,0.022931918859607107,0.4618288691720993,0.04980586241544414,0.11624348655963733,0.4710587318840933,-0.00784016689204881,-0.1425304568313139,0.6156392918750757,2.8676746744203157,1,0,0,0,1,1,1,0,34366665,18101995
davishu01,1970-05-17,1.7,45.8,44.1,83.7,685,11.8,8.2,1.5,27.7,53.7,University of North Carolina,1st round,1992,77,Hubert Davis,Point Guard and Shooting Guard,Right,183,1970,5,17,0.05733543835677909,0.24224658397937068,1.439872851155098,0.8977833306862896,0.9715942752246977,-0.0625260646870143,0.1563162586185771,-0.7960061184672999,0.29951003820679756,0.9281326899410925,-0.5207003521633603,-1.1717466353894745,1,1,1,0,0,0,0,1,16800500,11473878
davisjo01,1955-10-21,4.5,44.8,17.6,82.1,750,14.3,12.9,2.0,38.5,45.0,University of Dayton,2nd round,1976,74,Johnny Davis,Point Guard and Shooting Guard,Right,170,1955,10,21,1.9334003021977768,0.11869036684553333,-0.20233710871444954,0.7956109030276984,1.1653647512096035,0.40552363157322946,1.098026402003665,-0.5775466615101631,0.6642773145878461,-0.11847061083642806,-1.3729550851921872,-1.66714736206426,1,1,1,0,0,0,0,1,775000,764783
davisma02,1973-04-26,1.3,44.2,24.6,65.5,230,11.9,5.5,3.0,2.3,45.5,"Howard College, Texas Tech University",2nd round,1995,79,Mark Davis,Small Forward,Right,210,1973,4,26,-0.21067382790622052,0.04455663656523161,0.23145420143977052,-0.26442803393017905,-0.3847990566696429,-0.04380407683660461,-0.3846661641771114,-0.14062774759588967,-0.5583685562449276,-0.05832099584921424,0.04746946985585768,-0.1428374338341506,1,0,0,1,0,0,1,0,880200,627270
davispa01,1984-07-21,0.4,40.2,0.0,73.2,82,10.6,2.6,1.9,0.5,40.2,Michigan State University,2nd round,2006,83,Paul Davis,Power Forward and Center,Right,270,1984,7,21,-0.8136946769979698,-0.44966823197011785,-1.2930124028164887,0.22727677417678857,-0.8259995250660438,-0.2871899188919315,-0.9657213590317398,-0.6212385529015905,-0.6191631023084357,-0.6959069147136803,1.1838091138942937,2.1436274585110136,1,0,0,0,1,1,1,0,1509078,859339
davisri01,1979-09-23,3.3,44.6,36.1,78.1,736,14.7,13.5,3.5,28.0,48.0,University of Iowa,1st round,1998,78,Ricky Davis,Small Forward and Shooting Guard,Right,195,1979,9,23,1.1293725034087776,0.09397912341876638,0.9441113538359892,0.5401798338812218,1.1236295717667006,0.4804115829748682,1.2182447181804845,0.07783170936124705,0.3096424625507156,0.2424270790868548,-0.23661544115375133,-0.7144536569204416,1,0,1,1,0,0,1,1,42872920,26032138
daviswa03,1954-09-09,3.8,51.1,27.2,85.1,1033,19.1,18.9,3.0,76.9,51.6,University of North Carolina,1st round,1977,78,Walter Davis,Small Forward and Shooting Guard,Right,193,1954,9,9,1.4643840862375272,0.8970945347887093,0.39257668806848073,0.9871842048875559,2.0090115928054244,1.3041790483928977,2.3002095637718614,-0.14062774759588967,1.9612276306093521,0.6755043069947944,-0.23661544115375133,-0.7906691533319471,1,0,1,1,0,0,1,1,4815000,4283473
